,node_id,name,citation_pmid,prop_id,citation_type,citation_source,citation_authors,citation_pubdate,citation_comment,citation_url,citation_desc
96,30508,,7350907,,CT2,PubMed API,"De Renzi E, Motti F, Nichelli P",1980 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7350907&retmode=ref&cmd=prlinks,Imitating gestures. A quantitative approach to ideomotor apraxia.
97,30509,,14642298,,CT2,PubMed API,"Rumiati RI, Bekkering H",2003 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14642298&retmode=ref&cmd=prlinks,"To imitate or not to imitate? How the brain can do it, that is the question!"
98,30510,,11819052,,CT2,PubMed API,"Rumiati RI, Tessari A",2002 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11819052&retmode=ref&cmd=prlinks,Imitation of novel and well-known actions: the role of short-term memory.
99,30511,,17182769,,CT2,PubMed API,"Frey SH, Gerry VE",2006 Dec 20,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17182769&retmode=ref&cmd=prlinks,Modulation of neural activity during observational learning of actions and their sequential orders.
100,30512,,12047061,,CT2,PubMed API,"Heyes CM, Foster CL",2002 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12047061&retmode=ref&cmd=prlinks,Motor learning by observation: evidence from a serial reaction time task.
101,30513,,21217815,,CT2,PubMed API,"van der Helden J, van Schie HT, Rombouts C",2010 Dec 31,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21217815&retmode=ref&cmd=prlinks,Observational learning of new movement sequences is reflected in fronto-parietal coherence.
102,30514,,21390909,,CT2,PubMed API,"Goldwyn R, Hugh-Jones S",2011 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21390909&retmode=ref&cmd=prlinks,Using the adult attachment interview to understand reactive attachment disorder: findings from a 10-case adolescent sample.
103,30515,,18020832,,CT2,PubMed API,"Behrens KY, Hesse E, Main M",2007 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18020832&retmode=ref&cmd=prlinks,Mothers&#39; attachment status as determined by the Adult Attachment Interview predicts their 6-year-olds&#39; reunion responses: a study conducted in Japan.
104,30516,,8871407,,CT2,PubMed API,Main M,1996 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8871407&retmode=ref&cmd=prlinks,Introduction to the special section on attachment and psychopathology: 2. Overview of the field of attachment.
105,30517,,21107543,,CT2,PubMed API,"Crawford TJ, Parker E, Solis-Trapala I, Mayes J",2011 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21107543&retmode=ref&cmd=prlinks,Is the relationship of prosaccade reaction times and antisaccade errors mediated by working memory?
106,30518,,21046366,,CT2,PubMed API,"Olk B, Jin Y",2011 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21046366&retmode=ref&cmd=prlinks,Effects of aging on switching the response direction of pro- and antisaccades.
107,30519,,21362413,,CT2,PubMed API,"Maclean MH, Arnell KM",2011 Apr 28,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21362413&retmode=ref&cmd=prlinks,Greater attentional blink magnitude is associated with higher levels of anticipatory attention as measured by alpha event-related desynchronization (ERD).
108,30520,,21248117,,CT2,PubMed API,"Haroush K, Deouell LY, Hochstein S",2011 Jan 19,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21248117&retmode=ref&cmd=prlinks,Hearing while blinking: multisensory attentional blink revisited.
109,30521,,21124833,,CT2,PubMed API,"Wierda SM, van Rijn H, Taatgen NA, Martens S",2010 Nov 24,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21124833&retmode=ref&cmd=prlinks,Distracting the mind improves performance: an ERP Study.
110,30522,,10671401,,CT2,PubMed API,"Conklin HM, Curtis CE, Katsanis J, Iacono WG",2000 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10671401&retmode=ref&cmd=prlinks,Verbal working memory impairment in schizophrenia patients and their first-degree relatives: evidence from the digit span task.
111,30523,,21475971,,CT2,PubMed API,"Euser AS, van Meel CS, Snelleman M, Franken IH",2011 Apr 8,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21475971&retmode=ref&cmd=prlinks,Acute effects of alcohol on feedback processing and outcome evaluation during risky decision-making: an ERP study.
112,30524,,20107069,,CT2,PubMed API,"Samanez-Larkin GR, Kuhnen CM, Yoo DJ, Knutson B",2010 Jan 27,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20107069&retmode=ref&cmd=prlinks,Variability in nucleus accumbens activity mediates age-related suboptimal financial risk taking.
113,30525,,20209415,,CT2,PubMed API,"Egeland J, Fallmyr Ã",2010,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20209415&retmode=ref&cmd=prlinks,Confirmatory Factor Analysis of the Behavior Rating Inventory of Executive Function (BRIEF): support for a distinction between emotional and behavioral regulation.
114,30526,,11419452,,CT2,PubMed API,"Gioia GA, Isquith PK, Guy SC, Kenworthy L",2000 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11419452&retmode=ref&cmd=prlinks,Behavior rating inventory of executive function.
115,30527,,12759824,,CT2,PubMed API,"Mangeot S, Armstrong K, Colvin AN, Yeates KO, Taylor HG",2002 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12759824&retmode=ref&cmd=prlinks,Long-term executive function deficits in children with traumatic brain injuries: assessment using the Behavior Rating Inventory of Executive Function (BRIEF).
116,30528,,15079032,,CT2,PubMed API,"Duchaine BC, Nakayama K",2004 Apr 13,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15079032&retmode=ref&cmd=prlinks,Developmental prosopagnosia and the Benton Facial Recognition Test.
117,30529,,7369623,,CT2,PubMed API,Benton AL,1980 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7369623&retmode=ref&cmd=prlinks,The neuropsychology of facial recognition.
118,30530,,12974568,,CT2,PubMed API,"Duchaine BC, Parker H, Nakayama K",2003,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12974568&retmode=ref&cmd=prlinks,Normal recognition of emotion in a prosopagnosic.
119,30531,,14725798,,CT2,PubMed API,"Delvenne JF, Seron X, Coyette F, Rossion B",2004,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14725798&retmode=ref&cmd=prlinks,Evidence for perceptual deficits in associative visual (prosop)agnosia: a single-case study.
120,30532,,8294523,,CT2,PubMed API,"Shah A, Frith U",1993 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8294523&retmode=ref&cmd=prlinks,Why do autistic individuals show superior performance on the block design task?
121,30533,,15801388,,CT2,PubMed API,"Rozencwajg P, Cherfi M, Ferrandez AM, Lautrey J, Lemoine C, Loarer E",2005,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15801388&retmode=ref&cmd=prlinks,Age related differences in the strategies used by middle aged adults to solve a block design task.
122,30534,,18301959,,CT2,PubMed API,"BÃ¶lte S, Hubl D, Dierks T, Holtmann M, Poustka F",2008,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18301959&retmode=ref&cmd=prlinks,An fMRI-study of locally oriented perception in autism: altered early visual processing of the block design test.
123,30535,,11296689,,CT2,PubMed API,"Kessels RP, van Zandvoort MJ, Postma A, Kappelle LJ, de Haan EH",2000,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11296689&retmode=ref&cmd=prlinks,The Corsi Block-Tapping Task: standardization and normative data.
124,30536,,9841789,,CT2,PubMed API,"Berch DB, Krikorian R, Huha EM",1998 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9841789&retmode=ref&cmd=prlinks,The Corsi block-tapping task: methodological and theoretical considerations.
125,30537,,16822742,,CT2,PubMed API,"Farrell Pagulayan K, Busch RM, Medina KL, Bartok JA, Krikorian R",2006 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16822742&retmode=ref&cmd=prlinks,Developmental normative data for the Corsi Block-tapping task.
126,30538,,20121990,,CT2,PubMed API,"Albert ML, Spiro A 3rd, Sayers KJ, Cohen JA, Brady CB, Goral M, Obler LK",2009 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20121990&retmode=ref&cmd=prlinks,Effects of health status on word finding in aging.
127,30539,,19570311,,CT2,PubMed API,"Pedraza O, Graff-Radford NR, Smith GE, Ivnik RJ, Willis FB, Petersen RC, Lucas JA",2009 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19570311&retmode=ref&cmd=prlinks,Differential item functioning of the Boston Naming Test in cognitively normal African American and Caucasian older adults.
128,30540,,20299861,,CT2,PubMed API,"Naeser MA, Martin PI, Lundgren K, Klein R, Kaplan J, Treglia E, Ho M, Nicholas M, Alonso M, Pascual-Leone A",2010 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20299861&retmode=ref&cmd=prlinks,Improved language in a chronic nonfluent aphasia patient after treatment with CPAP and TMS.
129,30541,,20884013,,CT2,PubMed API,"Zavoreo I, Kes VB, MoroviÄ S, SeriÄ V, Demarin V",2010 Dec 15,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20884013&retmode=ref&cmd=prlinks,Breath holding index in detection of early cognitive decline.
130,30542,,2121547,,CT2,PubMed API,"Ratnatunga C, Adiseshiah M",1990 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2121547&retmode=ref&cmd=prlinks,Increase in middle cerebral artery velocity on breath holding: a simplified test of cerebral perfusion reserve.
131,30543,,11939700,,CT2,PubMed API,"Stricker JL, Brown GG, Wixted J, Baldo JV, Delis DC",2002 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11939700&retmode=ref&cmd=prlinks,"New semantic and serial clustering indices for the California Verbal Learning Test-Second Edition: background, rationale, and formulae."
132,30544,,19750408,,CT2,PubMed API,"Wolfe PL, Millis SR, Hanks R, Fichtenberg N, Larrabee GJ, Sweet JJ",2010 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19750408&retmode=ref&cmd=prlinks,Effort indicators within the California Verbal Learning Test-II (CVLT-II).
133,30545,,19921582,,CT2,PubMed API,"Bowles DC, McKone E, Dawel A, Duchaine B, Palermo R, Schmalzl L, Rivolta D, Wilson CE, Yovel G",2009 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19921582&retmode=ref&cmd=prlinks,"Diagnosing prosopagnosia: effects of ageing, sex, and participant-stimulus ethnic match on the Cambridge Face Memory Test and Cambridge Face Perception Test."
134,30546,,20877561,,CT2,PubMed API,"Wilson CE, Freeman P, Brock J, Burton AM, Palermo R",2010 Sep 22,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20877561&retmode=ref&cmd=prlinks,Facial identity recognition in the broader autism phenotype.
135,30547,,16169565,,CT2,PubMed API,"Duchaine B, Nakayama K",2006,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16169565&retmode=ref&cmd=prlinks,The Cambridge Face Memory Test: results for neurologically intact individuals and an investigation of its validity using inverted face stimuli and prosopagnosic participants.
136,30548,,18713486,,CT2,PubMed API,"Roiser J, Farmer A, Lam D, Burke A, O&#39;Neill N, Keating S, Smith GP, Sahakian B, McGuffin P",2009 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18713486&retmode=ref&cmd=prlinks,The effect of positive mood induction on emotional processing in euthymic individuals with bipolar disorder and controls.
137,30549,,18063322,,CT2,PubMed API,"Passetti F, Clark L, Mehta MA, Joyce E, King M",2008 Apr 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18063322&retmode=ref&cmd=prlinks,Neuropsychological predictors of clinical outcome in opiate addiction.
138,30550,,11105466,,CT2,PubMed API,"Acevedo A, Loewenstein DA, Barker WW, Harwood DG, Luis C, Bravo M, Hurwitz DA, Aguero H, Greenfield L, Duara R",2000 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11105466&retmode=ref&cmd=prlinks,Category fluency test: normative data for English- and Spanish-speaking elderly.
139,30551,,15558183,,CT2,PubMed API,"Brucki SM, Rocha MS",2004 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15558183&retmode=ref&cmd=prlinks,"Category fluency test: effects of age, gender and education on total scores, clustering and switching in Brazilian Portuguese-speaking subjects."
140,30552,,11459110,,CT2,PubMed API,"Baldo JV, Shimamura AP, Delis DC, Kramer J, Kaplan E",2001 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11459110&retmode=ref&cmd=prlinks,Verbal and design fluency in patients with frontal lobe lesions.
141,30553,,19291380,,CT2,PubMed API,"Adams NC, Jarrold C",2009 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19291380&retmode=ref&cmd=prlinks,Inhibition and the validity of the Stroop task for children with autism.
142,30554,,7219181,,CT2,PubMed API,"Mewaldt SP, Connelly CL, Simon R",1980 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7219181&retmode=ref&cmd=prlinks,Response selection in choice reaction time: test of a buffer model.
143,30555,,2746267,,CT2,PubMed API,"Stuss DT, Stethem LL, Hugenholtz H, Picton T, Pivik J, Richard MT",1989 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2746267&retmode=ref&cmd=prlinks,"Reaction time after head injury: fatigue, divided and focused attention, and consistency of performance."
144,30556,,16043199,,CT2,PubMed API,"Judelson DA, Armstrong LE, SÃ¶kmen B, Roti MW, Casa DJ, Kellogg MD",2005 Aug 7,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16043199&retmode=ref&cmd=prlinks,"Effect of chronic caffeine intake on choice reaction time, mood, and visual vigilance."
145,30557,,9525860,,CT2,PubMed API,"Clark RE, Squire LR",1998 Apr 3,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9525860&retmode=ref&cmd=prlinks,Classical conditioning and brain systems: the role of awareness.
146,30558,,19698779,,CT2,PubMed API,"Schedlowski M, Pacheco-LÃ³pez G",2010 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19698779&retmode=ref&cmd=prlinks,The learned immune response: Pavlov and beyond.
147,30559,,1257783,,CT2,PubMed API,"Berger TW, Alger B, Thompson RF",1976 Apr 30,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1257783&retmode=ref&cmd=prlinks,Neuronal substrate of classical conditioning in the hippocampus.
148,30560,,12296335,,CT2,PubMed API,"Young GA, Killen DH",2002 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12296335&retmode=ref&cmd=prlinks,Receptive and expressive language skills of children with five years of experience using a cochlear implant.
149,30561,,17890511,,CT2,PubMed API,"Blanton DJ, Dagenais PA",2007 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17890511&retmode=ref&cmd=prlinks,Comparison of language skills of adjudicated and nonadjudicated adolescent males and females.
150,30562,,21216454,,CT2,PubMed API,"Paluy Y, Gilbert AL, Baldo JV, Dronkers NF, Ivry RB",2011 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21216454&retmode=ref&cmd=prlinks,Aphasic patients exhibit a reversal of hemispheric asymmetries in categorical color discrimination.
151,30563,,896012,,CT2,PubMed API,Pennal BE,1977,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=896012&retmode=ref&cmd=prlinks,Human cerebral asymmetry in color discrimination.
152,30564,,21574716,,CT2,PubMed API,"Heflin LH, Laluz V, Jang J, Ketelle R, Miller BL, Kramer JH",2011 May 16,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21574716&retmode=ref&cmd=prlinks,"Let&#39;s inhibit our excitement: The relationships between Stroop, behavioral disinhibition, and the frontal lobes."
153,30565,,12745844,,CT2,PubMed API,"Morein-Zamir S, Meiran N",2003 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12745844&retmode=ref&cmd=prlinks,Individual stopping times and cognitive control: converging evidence for the stop signal task from a continuous tracking paradigm.
154,30566,,18702592,,CT2,PubMed API,"Coxon JP, Stinear CM, Byblow WD",2009 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18702592&retmode=ref&cmd=prlinks,Stop and go: the neural basis of selective movement prevention.
155,30567,,8245143,,CT2,PubMed API,"Corkum PV, Siegel LS",1993 Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8245143&retmode=ref&cmd=prlinks,Is the Continuous Performance Task a valuable research tool for use with children with Attention-Deficit-Hyperactivity Disorder?
156,30568,,9735617,,CT2,PubMed API,"Overtoom CC, Verbaten MN, Kemner C, Kenemans JL, van Engeland H, Buitelaar JK, Camfferman G, Koelega HS",1998 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9735617&retmode=ref&cmd=prlinks,Associations between event-related potentials and measures of attention and inhibition in the Continuous Performance Task in children with ADHD and normal controls.
157,30569,,10764098,,CT2,PubMed API,"Reder LM, Nhouyvanisvong A, Schunn CD, Ayers MS, Angstadt P, Hiraki K",2000 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10764098&retmode=ref&cmd=prlinks,A mechanistic account of the mirror effect for word frequency: a computational model of remember-know judgments in a continuous recognition paradigm.
158,30570,,2247545,,CT2,PubMed API,Friedman D,1990 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2247545&retmode=ref&cmd=prlinks,Cognitive event-related potential components during continuous recognition memory for pictures.
159,30571,,18768776,,CT2,PubMed API,"Locuniak MN, Jordan NC",2008 Sep-Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18768776&retmode=ref&cmd=prlinks,Using kindergarten number sense to predict calculation fluency in second grade.
160,30572,,19423779,,CT2,PubMed API,"Knops A, Thirion B, Hubbard EM, Michel V, Dehaene S",2009 Jun 19,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19423779&retmode=ref&cmd=prlinks,Recruitment of an area involved in eye movements during mental arithmetic.
161,30573,,1453139,,CT2,PubMed API,"Geary DC, Bow-Thomas CC, Yao Y",1992 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1453139&retmode=ref&cmd=prlinks,Counting knowledge and skill in cognitive addition: a comparison of normal and mathematically disabled children.
